bus_id,route,passengers,speed_kmph,traffic,weather,time_period,day_type,congestion_score,delay_minutes
B009,R04,31,26,Medium,Clear,Night,Weekday,58.12,7.16
B043,R07,57,33,Medium,Cloudy,Night,Weekend,64.74,6.13
B048,R01,45,16,Medium,Rain,Evening,Weekend,59.35,11.32
B039,R05,19,8,High,Clear,Night,Weekday,71.81,9.88
B029,R02,48,8,High,Rain,Morning,Weekday,82.16,13.82
B042,R01,35,23,High,Clear,Evening,Weekday,77.25,13.36
B026,R02,25,29,Low,Rain,Afternoon,Weekday,19.88,10.32
B035,R08,45,17,High,Clear,Night,Weekend,85.86,11.72
B050,R08,50,16,High,Clear,Morning,Weekday,91.63,9.73
B025,R01,49,41,Medium,Clear,Morning,Weekday,67.56,5.79
B024,R08,30,24,Medium,Cloudy,Night,Weekday,58.83,5.53
B013,R07,42,29,High,Cloudy,Night,Weekday,85.63,10.57
B007,R07,55,19,Medium,Clear,Afternoon,Weekday,66.58,8.5
B036,R05,40,17,High,Clear,Afternoon,Weekday,75.55,14.24
B045,R01,56,13,Medium,Clear,Afternoon,Weekend,70.6,8.84
B020,R02,21,30,Medium,Clear,Afternoon,Weekend,55.83,7.64
B001,R04,55,26,High,Clear,Afternoon,Weekday,82.08,12.15
B008,R02,7,13,Medium,Cloudy,Afternoon,Weekday,47.09,6.34
B046,R06,18,15,High,Cloudy,Evening,Weekday,70.44,10.66
B016,R07,53,31,Medium,Cloudy,Evening,Weekday,65.95,12.56
B014,R03,17,23,Medium,Cloudy,Morning,Weekday,47.18,6.37
B012,R03,45,42,Low,Clear,Evening,Weekend,43.86,6.0
B023,R07,31,39,Medium,Cloudy,Night,Weekend,52.29,6.77
B015,R06,5,30,Medium,Clear,Night,Weekday,57.63,7.11
B028,R03,21,19,High,Cloudy,Night,Weekend,63.86,8.12
B034,R08,52,21,Low,Clear,Morning,Weekday,33.27,8.04
B002,R07,54,19,Medium,Cloudy,Evening,Weekend,68.46,8.35
B032,R03,38,21,Low,Clear,Night,Weekday,39.45,5.26
B023,R07,18,21,Medium,Clear,Evening,Weekday,51.67,12.09
B022,R05,58,19,High,Cloudy,Night,Weekday,74.72,11.51
B025,R04,59,18,Medium,Clear,Afternoon,Weekday,60.33,8.6
B022,R04,21,38,Medium,Clear,Evening,Weekday,48.27,9.33
B022,R02,7,30,Medium,Cloudy,Evening,Weekday,47.89,7.79
B049,R06,38,32,Low,Rain,Night,Weekday,29.92,6.62
B042,R07,44,33,Medium,Clear,Evening,Weekday,64.24,8.85
B006,R01,29,38,Medium,Clear,Afternoon,Weekday,53.27,4.6
B015,R02,6,14,Medium,Clear,Night,Weekday,43.79,10.11
B043,R02,38,20,High,Cloudy,Afternoon,Weekend,78.87,10.26
B037,R07,30,31,High,Clear,Night,Weekday,74.91,10.05
B033,R07,35,8,High,Rain,Evening,Weekend,77.39,13.85
B008,R02,13,8,High,Clear,Night,Weekday,72.02,10.19
B044,R02,34,8,High,Clear,Morning,Weekday,77.17,11.87
B044,R04,24,29,Medium,Clear,Night,Weekday,57.09,5.12
B005,R01,25,41,Low,Clear,Evening,Weekday,30.3,7.87
B039,R08,33,42,Medium,Cloudy,Afternoon,Weekday,62.09,7.75
B004,R02,29,8,High,Clear,Afternoon,Weekend,73.32,10.52
B006,R08,42,21,Low,Rain,Morning,Weekday,39.88,10.84
B045,R04,48,33,Low,Clear,Night,Weekend,35.12,3.75
B032,R02,29,26,Low,Clear,Night,Weekend,29.99,5.38
B030,R03,13,19,Medium,Clear,Afternoon,Weekday,42.99,6.14
B047,R02,43,12,Medium,Rain,Afternoon,Weekday,52.45,10.61
B035,R07,48,33,Medium,Cloudy,Evening,Weekend,59.68,7.43
B040,R06,30,43,Low,Clear,Morning,Weekend,38.43,4.08
B016,R06,41,27,Medium,Rain,Afternoon,Weekend,64.48,8.45
B013,R02,20,20,Low,Clear,Night,Weekend,21.57,6.09
B050,R05,41,22,Low,Cloudy,Afternoon,Weekday,48.81,5.16
B042,R03,16,13,Medium,Rain,Evening,Weekend,52.2,11.68
B030,R01,28,19,Medium,Cloudy,Night,Weekday,64.4,9.11
B019,R02,30,9,Medium,Rain,Evening,Weekday,60.53,15.4
B017,R08,24,8,Medium,Rain,Evening,Weekday,61.46,13.99
B019,R01,13,14,Low,Rain,Evening,Weekday,28.59,7.84
B028,R03,27,13,High,Clear,Morning,Weekday,69.62,11.6
B026,R02,43,33,Low,Clear,Night,Weekend,42.81,5.95
B037,R05,33,34,Low,Cloudy,Night,Weekend,25.31,2.92
B026,R04,35,13,High,Cloudy,Evening,Weekday,76.7,14.75
B023,R05,23,20,Medium,Clear,Morning,Weekday,51.27,11.38
B009,R07,24,31,Low,Clear,Afternoon,Weekend,36.83,5.03
B012,R05,27,22,Low,Rain,Night,Weekday,34.54,10.05
B001,R08,47,20,High,Rain,Afternoon,Weekday,81.29,14.99
B001,R04,31,12,High,Clear,Night,Weekday,68.51,10.77
B047,R07,34,37,Low,Clear,Evening,Weekend,33.24,7.52
B034,R04,25,30,Medium,Clear,Night,Weekday,51.38,5.47
B032,R06,48,38,Low,Clear,Evening,Weekend,40.48,7.77
B048,R04,39,28,Medium,Cloudy,Night,Weekday,46.39,8.51
B025,R02,53,14,Low,Rain,Evening,Weekday,46.44,16.04
B040,R01,11,21,Medium,Clear,Afternoon,Weekday,43.17,6.78
B045,R06,26,24,Low,Cloudy,Afternoon,Weekday,30.58,7.83
B001,R06,14,18,Medium,Cloudy,Afternoon,Weekday,47.82,9.15
B016,R01,27,17,Medium,Clear,Night,Weekday,51.22,8.16
B039,R08,19,41,Medium,Cloudy,Morning,Weekday,54.89,4.86
B005,R06,34,21,Low,Cloudy,Afternoon,Weekday,33.31,5.88
B022,R04,38,12,Medium,Rain,Night,Weekend,54.89,10.49
B029,R05,17,8,High,Clear,Evening,Weekend,64.71,12.87
B003,R03,8,38,Medium,Cloudy,Morning,Weekday,44.89,7.8
B012,R08,22,29,Medium,Clear,Morning,Weekend,51.81,7.71
B026,R04,60,42,Medium,Clear,Morning,Weekday,67.2,10.38
B016,R07,27,15,Medium,Clear,Afternoon,Weekday,53.43,9.64
B037,R07,37,19,Medium,Clear,Afternoon,Weekday,60.4,10.01
B022,R05,38,33,High,Clear,Afternoon,Weekday,82.0,8.0
B029,R08,38,50,Low,Clear,Afternoon,Weekday,38.42,5.78
B014,R08,40,36,Low,Cloudy,Evening,Weekend,36.06,8.47
B028,R05,39,38,Medium,Cloudy,Night,Weekend,55.56,10.13
B005,R08,21,28,High,Clear,Morning,Weekday,71.81,11.24
B047,R06,32,17,High,Clear,Night,Weekday,79.62,11.96
B049,R02,18,19,Medium,Cloudy,Morning,Weekday,49.75,9.99
B030,R02,38,25,Medium,Clear,Morning,Weekend,57.07,9.57
B046,R08,52,19,Medium,Clear,Morning,Weekday,63.15,12.3
B005,R06,15,37,Medium,Cloudy,Morning,Weekday,51.53,5.31
B012,R06,17,36,Medium,Clear,Evening,Weekend,42.36,7.84
B016,R01,37,17,High,Clear,Evening,Weekend,76.12,12.01
B026,R01,59,34,Medium,Clear,Morning,Weekday,76.7,8.83
B026,R03,6,22,Medium,Clear,Morning,Weekday,48.85,6.28
B048,R03,38,13,Medium,Rain,Afternoon,Weekday,60.0,10.88
B021,R03,57,42,Medium,Clear,Morning,Weekend,66.07,8.49
B039,R03,33,28,Medium,Clear,Night,Weekday,55.23,7.36
B036,R05,41,28,Medium,Cloudy,Evening,Weekend,60.93,9.43
B033,R05,8,31,Low,Clear,Night,Weekday,34.54,3.24
B030,R01,16,39,Low,Clear,Afternoon,Weekday,33.12,4.55
B037,R02,30,8,Medium,Rain,Evening,Weekday,59.46,14.17
B023,R06,32,20,High,Rain,Afternoon,Weekday,75.22,10.69
B010,R07,7,36,Low,Clear,Afternoon,Weekday,21.02,2.15
B005,R02,24,31,Medium,Clear,Night,Weekday,51.02,8.28
B036,R04,14,30,Low,Cloudy,Morning,Weekend,31.98,5.66
B034,R05,56,46,Low,Clear,Evening,Weekday,56.13,5.83
B031,R03,22,33,High,Clear,Evening,Weekday,66.73,10.02
B010,R03,57,12,High,Clear,Morning,Weekday,77.02,13.93
B019,R04,57,37,Low,Clear,Night,Weekday,47.25,4.74
B032,R02,57,17,Medium,Clear,Afternoon,Weekend,73.81,10.84
B001,R03,31,23,Low,Clear,Night,Weekday,32.65,7.04
B005,R02,35,17,High,Cloudy,Afternoon,Weekday,79.76,11.68
B045,R06,31,47,Low,Clear,Evening,Weekday,29.88,6.54
B004,R04,46,39,Low,Clear,Morning,Weekday,41.53,7.93
B016,R07,5,33,Medium,Clear,Morning,Weekday,38.56,10.83
B024,R02,10,13,High,Cloudy,Evening,Weekend,64.24,10.1
B016,R06,15,48,Low,Clear,Afternoon,Weekday,28.52,2.98
B002,R08,38,15,Medium,Clear,Night,Weekday,62.45,12.08
B049,R08,43,34,Low,Clear,Afternoon,Weekday,39.4,7.75
B028,R02,24,12,High,Clear,Morning,Weekday,66.32,11.64
B032,R08,57,24,Low,Rain,Night,Weekday,40.9,8.48
B027,R02,25,31,High,Cloudy,Night,Weekday,77.91,8.3
B020,R03,25,19,Medium,Clear,Afternoon,Weekday,48.43,11.13
B024,R01,22,35,Medium,Cloudy,Afternoon,Weekend,53.58,5.82
B012,R08,25,8,High,Clear,Afternoon,Weekend,64.54,11.34
B050,R05,23,19,High,Clear,Night,Weekday,79.35,10.16
B035,R02,8,33,Medium,Clear,Evening,Weekday,57.92,8.76
B033,R02,17,34,Low,Cloudy,Night,Weekend,30.15,4.65
B033,R02,22,28,Medium,Clear,Morning,Weekday,49.55,8.56
B043,R01,56,12,Medium,Clear,Evening,Weekend,75.19,10.5
B037,R06,33,42,Medium,Clear,Evening,Weekday,54.02,10.93
B012,R08,29,36,Medium,Clear,Afternoon,Weekday,54.75,6.56
B003,R07,60,31,Low,Cloudy,Night,Weekday,36.17,7.51
B001,R07,17,24,Medium,Rain,Morning,Weekday,48.11,12.97
B033,R04,31,30,Medium,Cloudy,Night,Weekday,61.28,8.3
B040,R03,23,24,Low,Cloudy,Afternoon,Weekday,29.2,6.94
B010,R01,53,34,Medium,Rain,Night,Weekday,64.28,8.05
B043,R06,5,26,Medium,Clear,Morning,Weekday,40.32,8.57
B044,R02,42,20,Medium,Clear,Afternoon,Weekday,70.81,10.61
B029,R06,23,44,Low,Clear,Night,Weekday,32.64,7.59
B013,R01,56,14,Medium,Clear,Morning,Weekday,68.19,12.97
B012,R01,5,31,Low,Clear,Morning,Weekday,20.48,6.41
B031,R01,44,34,Medium,Clear,Afternoon,Weekday,67.14,8.52
B046,R04,21,34,High,Clear,Afternoon,Weekday,66.47,9.61
B002,R05,25,30,Medium,Clear,Evening,Weekday,58.79,6.15
B050,R03,26,27,Low,Rain,Evening,Weekend,32.41,7.45
B035,R04,19,14,Medium,Clear,Morning,Weekend,55.36,8.96
B023,R04,54,23,High,Clear,Afternoon,Weekday,85.16,10.6
B017,R08,43,37,Low,Cloudy,Afternoon,Weekday,45.59,5.0
B026,R05,52,25,High,Clear,Night,Weekday,88.7,11.06
B008,R04,43,27,Medium,Clear,Night,Weekday,61.2,8.92
B029,R01,36,18,High,Clear,Night,Weekday,84.84,8.1
B026,R01,53,24,Low,Cloudy,Night,Weekday,52.98,4.94
B010,R08,8,22,Low,Rain,Evening,Weekday,20.78,9.24
B026,R06,48,13,High,Cloudy,Night,Weekday,80.42,12.12
B034,R02,49,24,Medium,Clear,Afternoon,Weekday,63.29,8.33
B041,R04,36,37,Low,Clear,Morning,Weekday,36.51,5.97
B007,R02,8,39,Medium,Clear,Morning,Weekday,49.2,9.44
B004,R03,57,22,Low,Rain,Morning,Weekday,50.29,12.32
B050,R07,5,19,High,Cloudy,Evening,Weekday,58.0,10.82
B045,R01,37,42,Medium,Clear,Morning,Weekday,54.23,10.93
B011,R06,11,8,High,Cloudy,Evening,Weekday,66.06,12.35
B029,R03,13,33,High,Clear,Evening,Weekday,70.83,11.71
B036,R08,5,30,Low,Rain,Morning,Weekend,30.32,6.16
B025,R06,20,8,Medium,Rain,Evening,Weekday,50.86,11.16
B021,R07,22,22,High,Clear,Night,Weekday,70.38,8.31
B036,R07,58,36,Medium,Cloudy,Night,Weekday,67.88,8.84
B010,R08,51,32,High,Clear,Night,Weekday,81.86,9.69
B037,R05,10,16,Medium,Clear,Evening,Weekend,44.61,8.46
B009,R08,6,47,Low,Cloudy,Night,Weekend,20.57,2.63
B024,R01,13,20,High,Clear,Morning,Weekday,64.46,11.05
B035,R03,8,21,Low,Clear,Morning,Weekday,26.97,8.78
B049,R05,49,34,Low,Cloudy,Evening,Weekday,37.3,7.21
B035,R07,27,34,Medium,Cloudy,Evening,Weekend,43.92,5.83
B048,R03,58,27,High,Clear,Night,Weekend,84.24,12.01
B036,R06,47,17,Medium,Clear,Afternoon,Weekday,67.46,8.42
B018,R05,49,48,Low,Cloudy,Morning,Weekday,46.25,8.23
B049,R05,47,34,Medium,Clear,Afternoon,Weekend,68.2,7.36
B039,R01,55,30,Low,Rain,Night,Weekday,39.25,11.3
B032,R08,12,33,Low,Clear,Evening,Weekday,28.56,5.71
B024,R02,43,31,Low,Clear,Night,Weekday,34.31,7.35
B023,R06,29,17,Medium,Clear,Afternoon,Weekday,49.09,7.98
B032,R06,20,31,High,Clear,Night,Weekend,63.51,6.72
B037,R08,39,41,Low,Cloudy,Evening,Weekend,33.85,8.6
B012,R05,21,39,Low,Clear,Afternoon,Weekday,43.71,3.4
B049,R05,22,30,High,Clear,Night,Weekday,73.65,7.69
B013,R01,31,24,Medium,Rain,Evening,Weekday,46.26,10.74
B023,R02,19,21,High,Clear,Night,Weekday,61.64,8.81
B025,R06,21,22,Low,Clear,Night,Weekday,30.9,6.12
B035,R07,47,45,Low,Clear,Evening,Weekday,44.34,6.84
B041,R04,9,17,Medium,Clear,Evening,Weekend,41.32,9.18
B030,R04,20,15,Medium,Clear,Night,Weekday,58.45,5.83
B017,R02,19,30,Medium,Clear,Morning,Weekday,45.05,8.4
B049,R03,46,41,Medium,Clear,Night,Weekday,67.65,5.02
B020,R01,50,29,Low,Rain,Evening,Weekday,49.06,10.32
B048,R02,38,39,Medium,Clear,Morning,Weekday,71.02,8.14
B025,R08,52,42,Medium,Cloudy,Evening,Weekday,78.23,9.27
B022,R08,23,22,Medium,Cloudy,Night,Weekday,54.97,8.3
B013,R04,12,25,Medium,Clear,Afternoon,Weekday,46.18,5.19
B019,R05,51,38,Medium,Clear,Evening,Weekday,67.29,8.93
B049,R04,14,30,Low,Clear,Evening,Weekday,30.07,10.39
B036,R05,9,48,Low,Clear,Afternoon,Weekday,15.2,3.2
B012,R01,56,23,Medium,Rain,Evening,Weekday,60.51,13.21
B041,R05,52,36,Low,Cloudy,Evening,Weekday,50.87,5.11
B019,R02,57,8,Medium,Rain,Evening,Weekday,75.33,14.99
B012,R05,30,8,High,Rain,Afternoon,Weekday,82.44,11.08
B009,R03,26,15,Medium,Clear,Night,Weekday,51.94,4.72
B007,R08,48,46,Low,Clear,Evening,Weekday,45.64,7.7
B028,R02,27,15,High,Clear,Morning,Weekday,71.21,12.43
B014,R08,17,29,Low,Rain,Night,Weekday,37.7,5.24
B031,R01,13,27,Low,Rain,Night,Weekday,24.56,5.55
B019,R02,53,18,Medium,Clear,Morning,Weekday,62.59,9.61
B047,R03,24,32,Medium,Clear,Morning,Weekend,51.2,10.41
B016,R01,32,20,Low,Clear,Morning,Weekday,34.04,8.4
B005,R04,48,9,Medium,Rain,Afternoon,Weekend,63.64,12.16
B035,R03,41,16,Medium,Rain,Evening,Weekday,65.01,15.3
B012,R01,28,26,Low,Clear,Night,Weekday,34.64,8.12
B025,R07,48,41,Low,Clear,Morning,Weekend,41.04,6.16
B021,R05,37,37,Medium,Clear,Evening,Weekend,55.23,8.81
B036,R02,24,42,Medium,Clear,Evening,Weekday,49.32,8.23
B023,R01,52,27,Low,Rain,Afternoon,Weekday,36.28,6.26
B016,R02,34,24,Low,Clear,Night,Weekday,41.52,6.67
B039,R05,48,35,Medium,Cloudy,Evening,Weekend,67.09,7.9
B045,R01,13,12,High,Clear,Morning,Weekday,74.29,7.07
B042,R04,49,20,Low,Clear,Morning,Weekday,46.4,7.49
B039,R07,53,17,Medium,Clear,Afternoon,Weekday,58.97,8.62
B014,R07,21,35,Low,Cloudy,Morning,Weekday,31.26,7.71
B031,R03,40,50,Low,Cloudy,Morning,Weekday,40.92,5.66
B005,R01,18,34,Low,Clear,Afternoon,Weekday,32.71,3.68
B035,R05,23,8,High,Clear,Afternoon,Weekday,80.49,8.7
B023,R01,11,24,Medium,Clear,Morning,Weekday,39.32,8.27
B029,R02,7,27,High,Clear,Night,Weekend,66.33,7.73
B043,R06,37,16,Medium,Cloudy,Night,Weekday,57.66,9.63
B011,R08,48,19,High,Clear,Afternoon,Weekday,96.84,12.02
B018,R01,36,20,Low,Clear,Night,Weekday,42.41,4.49
B047,R07,51,33,Low,Rain,Night,Weekday,44.19,9.07
B012,R07,15,13,High,Clear,Night,Weekend,74.3,8.7
B009,R08,46,27,Medium,Clear,Afternoon,Weekday,61.77,7.89
B010,R07,6,16,High,Clear,Night,Weekday,66.4,9.66
B044,R04,30,33,Low,Rain,Morning,Weekday,33.07,11.92
B017,R01,8,13,Medium,Cloudy,Morning,Weekday,44.37,8.93
B038,R03,21,15,Medium,Clear,Afternoon,Weekday,56.87,8.39
B007,R01,21,48,Low,Cloudy,Night,Weekend,28.67,1.3
B046,R06,32,33,Medium,Clear,Evening,Weekday,40.82,7.58
B013,R07,34,8,Medium,Rain,Evening,Weekday,53.22,12.08
B040,R02,44,23,Low,Rain,Morning,Weekday,49.42,8.32
B042,R07,27,28,Low,Cloudy,Morning,Weekday,41.43,6.13
B009,R01,50,42,Low,Cloudy,Evening,Weekend,41.42,9.08
B050,R04,28,25,Low,Clear,Afternoon,Weekday,26.03,4.72
B027,R05,33,12,Medium,Cloudy,Night,Weekend,54.16,7.45
B002,R01,8,27,Low,Cloudy,Evening,Weekday,28.83,4.83
B005,R01,42,27,Low,Clear,Night,Weekend,39.9,4.98
B029,R03,33,8,High,Cloudy,Evening,Weekday,66.55,11.44
B037,R04,23,8,Medium,Rain,Morning,Weekday,54.34,12.36
B038,R06,31,12,Medium,Clear,Night,Weekend,60.66,7.35
B019,R05,33,40,Medium,Clear,Afternoon,Weekday,64.41,6.54
B008,R07,60,34,High,Cloudy,Night,Weekday,79.69,11.74
B048,R02,40,37,Low,Rain,Night,Weekend,45.72,9.61
B045,R01,39,34,Medium,Rain,Evening,Weekend,60.43,13.6
B001,R06,56,19,Medium,Cloudy,Afternoon,Weekend,64.7,8.48
B022,R05,10,41,Low,Rain,Morning,Weekday,16.76,8.18
B017,R02,27,29,High,Cloudy,Night,Weekday,64.22,9.3
B007,R06,43,26,High,Clear,Night,Weekday,77.66,11.19
B025,R04,50,21,High,Cloudy,Evening,Weekday,80.92,11.69
B045,R04,48,42,Low,Clear,Morning,Weekday,43.47,5.33
B004,R05,52,39,Low,Clear,Evening,Weekday,53.4,4.75
B036,R07,56,22,High,Clear,Afternoon,Weekday,87.65,12.22
B006,R08,12,22,Medium,Clear,Morning,Weekday,38.29,9.16
B031,R02,59,49,Low,Clear,Afternoon,Weekday,44.41,4.01
B019,R04,6,39,Medium,Clear,Evening,Weekday,44.68,10.13
B044,R08,17,45,Low,Clear,Morning,Weekend,24.74,3.39
B039,R05,44,39,Low,Clear,Afternoon,Weekday,41.42,7.7
B027,R04,25,13,High,Clear,Afternoon,Weekday,78.27,9.05
B010,R04,35,48,Low,Cloudy,Evening,Weekday,40.75,6.63
B026,R06,56,18,Low,Rain,Morning,Weekday,45.26,12.26
B019,R08,52,19,Low,Rain,Afternoon,Weekday,41.09,9.06
B039,R06,40,13,Medium,Clear,Night,Weekday,69.85,7.22
B003,R04,52,42,Low,Cloudy,Morning,Weekday,42.5,7.07
B045,R08,56,37,Medium,Clear,Morning,Weekend,79.96,7.22
B013,R03,42,29,Medium,Clear,Night,Weekday,69.1,5.58
B050,R08,31,30,High,Cloudy,Morning,Weekday,75.05,8.02
B028,R06,40,37,Low,Cloudy,Morning,Weekday,33.9,7.22
B020,R02,52,13,High,Rain,Night,Weekend,86.19,9.49
B028,R05,27,32,Low,Cloudy,Evening,Weekday,40.09,6.88
B008,R05,59,26,Medium,Clear,Afternoon,Weekend,67.6,9.02
B041,R07,25,15,Medium,Rain,Night,Weekday,45.91,8.63
B039,R02,17,26,Low,Cloudy,Morning,Weekday,25.7,4.87
B001,R02,41,21,Medium,Rain,Afternoon,Weekday,62.45,11.53
B003,R02,51,38,Low,Cloudy,Afternoon,Weekday,47.86,1.82
B013,R07,30,46,Low,Clear,Afternoon,Weekday,35.41,4.21
B028,R02,44,19,Medium,Clear,Evening,Weekday,59.67,10.1
B049,R01,11,28,Medium,Clear,Morning,Weekend,44.89,9.46
B025,R07,50,35,Low,Clear,Morning,Weekday,42.7,9.89
B033,R05,43,50,Low,Clear,Afternoon,Weekday,42.18,5.01
B038,R01,26,47,Low,Clear,Afternoon,Weekday,34.31,3.02
B006,R07,43,34,Medium,Rain,Evening,Weekday,60.28,12.21
B044,R04,27,18,Medium,Rain,Evening,Weekday,49.29,14.05
B045,R04,34,41,Low,Cloudy,Afternoon,Weekday,43.26,5.92
B032,R05,22,47,Low,Clear,Morning,Weekday,32.49,1.88
B045,R04,46,29,Medium,Clear,Night,Weekday,66.58,5.9
B047,R02,22,12,High,Cloudy,Evening,Weekend,67.29,12.44
B021,R07,50,29,Medium,Clear,Morning,Weekday,64.55,7.85
B016,R01,14,18,High,Rain,Evening,Weekday,63.18,14.52
B021,R02,43,32,Low,Rain,Morning,Weekend,48.57,10.18
B011,R04,34,28,High,Clear,Afternoon,Weekend,71.59,9.41
B037,R06,30,35,Low,Cloudy,Evening,Weekday,29.96,7.91
B036,R08,11,20,High,Clear,Night,Weekday,65.84,8.5
B035,R01,11,36,Low,Cloudy,Afternoon,Weekend,19.66,1.28
B019,R02,9,27,Medium,Clear,Evening,Weekend,51.56,10.49
B020,R07,5,37,Medium,Clear,Afternoon,Weekday,35.45,2.92
B018,R05,50,30,Medium,Cloudy,Night,Weekday,63.81,8.37
B047,R02,22,14,High,Cloudy,Evening,Weekday,68.91,11.3
B041,R06,17,17,Medium,Cloudy,Evening,Weekday,50.0,11.9
B049,R04,29,22,High,Clear,Evening,Weekday,70.49,11.84
B014,R01,44,18,Medium,Cloudy,Morning,Weekday,63.29,9.1
B015,R05,12,20,Medium,Cloudy,Morning,Weekday,41.7,8.26
B031,R01,14,24,Low,Rain,Evening,Weekday,21.95,11.26
B001,R05,36,22,High,Rain,Afternoon,Weekend,76.87,13.17
B003,R08,21,13,Medium,Cloudy,Afternoon,Weekday,49.98,9.36
B016,R07,42,15,Medium,Cloudy,Evening,Weekday,59.6,11.23
B023,R01,19,14,Medium,Cloudy,Night,Weekday,47.56,6.77
B011,R04,19,33,Medium,Clear,Night,Weekday,56.32,5.62
B012,R07,52,24,High,Clear,Night,Weekday,87.51,11.24
B010,R07,44,24,Low,Rain,Morning,Weekday,43.22,12.15
B032,R08,55,15,Low,Rain,Morning,Weekday,52.87,9.57
B016,R05,24,28,Low,Cloudy,Morning,Weekday,25.2,4.45
B008,R03,19,15,High,Clear,Morning,Weekday,79.89,11.14
B038,R01,39,27,Low,Clear,Afternoon,Weekday,31.1,6.54
B012,R01,10,38,Low,Clear,Evening,Weekend,31.16,5.4
B024,R02,34,45,Low,Clear,Evening,Weekday,28.6,7.35
B028,R05,12,16,Medium,Clear,Evening,Weekend,45.68,7.98
B008,R06,35,25,Medium,Rain,Afternoon,Weekday,54.41,12.34
B028,R03,52,24,Low,Clear,Night,Weekday,53.64,9.22
B036,R04,51,11,High,Clear,Night,Weekday,89.36,12.35
B026,R02,36,8,High,Clear,Morning,Weekday,76.56,11.92
B008,R08,49,31,Low,Rain,Morning,Weekend,47.16,5.08
B050,R03,56,28,Medium,Rain,Afternoon,Weekday,69.41,10.09
B028,R05,19,20,Medium,Clear,Afternoon,Weekday,53.01,7.95
B028,R03,22,33,Low,Rain,Night,Weekday,30.02,8.48
B037,R08,17,50,Low,Clear,Evening,Weekday,25.03,4.94
B041,R07,28,37,Medium,Clear,Evening,Weekday,43.14,8.59
B036,R01,44,35,Medium,Cloudy,Afternoon,Weekday,60.28,10.08
B027,R07,18,33,Low,Clear,Afternoon,Weekend,29.67,2.22
B017,R01,32,24,High,Cloudy,Afternoon,Weekday,71.0,7.25
B009,R02,15,32,Medium,Rain,Morning,Weekday,47.12,7.03
B033,R08,10,31,Medium,Cloudy,Evening,Weekday,50.57,9.94
B020,R05,60,21,Low,Clear,Afternoon,Weekday,50.45,5.5
B013,R05,29,38,Medium,Clear,Afternoon,Weekend,50.81,5.18
B028,R03,5,49,Low,Clear,Morning,Weekday,27.12,5.8
B048,R02,29,26,Medium,Clear,Afternoon,Weekday,55.6,9.99
B029,R05,6,32,High,Clear,Evening,Weekday,63.95,10.14
B013,R06,36,33,High,Clear,Morning,Weekday,75.86,9.18
B046,R06,17,15,Medium,Cloudy,Afternoon,Weekday,42.2,8.59
B035,R07,37,13,Medium,Cloudy,Evening,Weekend,59.72,8.44
B006,R01,36,26,High,Clear,Evening,Weekday,79.84,11.64
B018,R03,60,34,Medium,Clear,Morning,Weekday,66.42,7.67
B005,R04,28,28,Low,Clear,Evening,Weekend,34.78,5.41
B047,R08,31,39,Medium,Clear,Morning,Weekday,60.17,11.58
B025,R01,8,23,Low,Clear,Evening,Weekday,18.92,8.88
B002,R02,28,8,High,Clear,Afternoon,Weekday,76.11,9.86
B010,R05,27,22,Medium,Cloudy,Morning,Weekday,53.0,8.75
B030,R01,33,8,Medium,Rain,Evening,Weekday,61.3,14.85
B050,R04,38,23,Low,Clear,Morning,Weekday,44.39,7.35
B045,R04,25,26,Medium,Cloudy,Evening,Weekday,52.81,11.34
B005,R06,34,8,High,Clear,Morning,Weekday,76.99,10.26
B033,R02,30,15,Low,Rain,Afternoon,Weekday,33.88,9.19
B001,R01,24,27,Medium,Clear,Morning,Weekday,46.71,7.69
B018,R03,20,33,High,Clear,Morning,Weekday,71.97,10.44
B032,R01,7,36,Medium,Clear,Afternoon,Weekday,43.81,6.18
B047,R06,53,41,Medium,Clear,Evening,Weekday,62.72,9.47
B049,R07,41,34,Medium,Cloudy,Night,Weekday,50.67,8.15
B011,R04,44,8,Medium,Rain,Afternoon,Weekend,64.75,11.63
B021,R02,48,20,Low,Cloudy,Morning,Weekend,42.22,5.91
B026,R02,29,20,Low,Clear,Afternoon,Weekday,37.92,6.19
B025,R03,27,14,Medium,Cloudy,Afternoon,Weekend,46.68,7.39
B022,R02,48,12,High,Cloudy,Morning,Weekday,84.36,12.78
B027,R06,5,41,Low,Rain,Morning,Weekday,22.34,11.01
B049,R06,37,32,Low,Cloudy,Night,Weekday,37.45,5.76
B013,R06,19,35,Medium,Cloudy,Afternoon,Weekday,57.4,9.01
B033,R02,21,16,High,Cloudy,Morning,Weekday,71.3,8.53
B034,R02,38,50,Low,Cloudy,Evening,Weekday,30.35,5.44
B041,R06,21,28,High,Clear,Evening,Weekday,68.5,10.62
B035,R02,56,40,Low,Clear,Evening,Weekday,39.93,10.15
B001,R08,45,26,High,Cloudy,Evening,Weekday,89.58,8.83
B021,R02,48,17,Medium,Rain,Afternoon,Weekday,65.23,13.11
B048,R08,8,37,Medium,Clear,Afternoon,Weekday,43.2,6.76
B006,R04,17,29,Medium,Rain,Night,Weekday,41.45,10.27
B028,R01,8,24,High,Clear,Afternoon,Weekday,64.86,8.49
B017,R05,11,27,Low,Clear,Morning,Weekend,30.74,5.81
B005,R08,50,27,Low,Clear,Night,Weekday,47.96,6.56
